filename,C1,C2,C3,C4,x0,gamma,ierr,message
rv31_bc6-wd01\cloudy\homo\rv31_bc6-wd01_cloudy_homo-s6.32456e+14-t10.0-m0.1-a1_global_lum.table.fits,1.0851475108021216,0.030151880867750044,0.06952273956950912,-0.0032040023908284005,4.582798517961569,0.9687404819792719,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\cloudy\homo\rv31_bc6-wd01_cloudy_homo-s6.32456e+14-t2.2-m0.1-a1_global_lum.table.fits,1.2267605361048046,0.14321038820203166,0.3975800162843341,-0.012008180719909403,4.562247242016053,0.9992044299851375,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\cloudy\homo\rv31_bc6-wd01_cloudy_homo-s6.32456e+14-t4.6-m0.1-a1_global_lum.table.fits,1.176443952982726,0.058942214244200986,0.14624671003658063,-0.005787755629587973,4.560593283125385,0.9941668304183802,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\dusty\clumpy\rv31_bc6-wd01_dusty_clumpy-s6.32456e+14-t0.1-m0.1-a1_global_lum.table.fits,-0.545034511843061,0.891713510128599,2.248162538660944,0.11347581451004624,4.583846022147038,0.9533199708239134,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\dusty\clumpy\rv31_bc6-wd01_dusty_clumpy-s6.32456e+14-t0.2-m0.1-a1_global_lum.table.fits,-0.33179934489219126,0.8122459765826314,2.1341110105755883,0.08069701451793292,4.5763633106603,0.9779221604482571,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\dusty\clumpy\rv31_bc6-wd01_dusty_clumpy-s6.32456e+14-t0.5-m0.1-a1_global_lum.table.fits,0.05619897309578501,0.6600699349064753,1.7906200024147205,0.03551260344443755,4.574372027851419,0.9875684093925433,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\dusty\clumpy\rv31_bc6-wd01_dusty_clumpy-s6.32456e+14-t1.0-m0.1-a1_global_lum.table.fits,0.5987683858478756,0.4495129375603788,1.302418700209785,-0.001457858096524971,4.563391549813161,1.0218021543579752,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\dusty\clumpy\rv31_bc6-wd01_dusty_clumpy-s6.32456e+14-t10.0-m0.1-a1_global_lum.table.fits,1.0781608270086753,0.0655467366123853,0.19208540791518935,-0.0004956403860589812,4.5523527067414475,1.0370709010619439,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\dusty\clumpy\rv31_bc6-wd01_dusty_clumpy-s6.32456e+14-t2.2-m0.1-a1_global_lum.table.fits,1.090610078188052,0.2369322587195718,0.6701389873944419,-0.010009462559306334,4.564071876111453,0.9976422755638366,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\dusty\clumpy\rv31_bc6-wd01_dusty_clumpy-s6.32456e+14-t4.6-m0.1-a1_global_lum.table.fits,1.1932856757181216,0.10747478553947397,0.291620975408938,-0.004252856191086785,4.561836313056925,0.9785250307347035,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\dusty\homo\rv31_bc6-wd01_dusty_homo-s6.32456e+14-t0.1-m0.1-a1_global_lum.table.fits,-0.6016308198609487,0.9141811882206169,2.300128476239283,0.12420570150424093,4.582772748486525,0.9552394788311017,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\dusty\homo\rv31_bc6-wd01_dusty_homo-s6.32456e+14-t0.2-m0.1-a1_global_lum.table.fits,-0.4801138896977402,0.8651730097685683,2.284341046401326,0.10763771637709764,4.58078522859033,0.9726666459110305,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\dusty\homo\rv31_bc6-wd01_dusty_homo-s6.32456e+14-t0.5-m0.1-a1_global_lum.table.fits,-0.1983105662981266,0.7609049975130109,1.9922706101678853,0.06757553079420929,4.579416342423058,0.9611744771773827,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\dusty\homo\rv31_bc6-wd01_dusty_homo-s6.32456e+14-t1.0-m0.1-a1_global_lum.table.fits,0.27557171556725973,0.5834038121089141,1.6853781826633325,0.023361891086806277,4.569077283583312,1.0067320098824544,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\dusty\homo\rv31_bc6-wd01_dusty_homo-s6.32456e+14-t10.0-m0.1-a1_global_lum.table.fits,1.0746451056828041,0.12299724586842864,0.3603370074682254,-0.0022736390173909347,4.55909028624978,1.0082350052677311,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\dusty\homo\rv31_bc6-wd01_dusty_homo-s6.32456e+14-t2.2-m0.1-a1_global_lum.table.fits,0.8297102799216239,0.35954759153990495,1.110621944036055,0.0025143201742589133,4.558745721770682,1.0334962438844804,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\dusty\homo\rv31_bc6-wd01_dusty_homo-s6.32456e+14-t4.6-m0.1-a1_global_lum.table.fits,1.058838211471585,0.20005651682697403,0.5569754397034716,-0.0014629228167092707,4.567667636690762,0.9778314006549937,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\shell3\clumpy\rv31_bc6-wd01_shell3_clumpy-s6.32456e+14-t0.1-m0.1-a1_global_lum.table.fits,-0.5999287194533751,0.9179712580934973,2.335269796427426,0.12155912220761497,4.58265173124482,0.9562194370448927,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\shell3\clumpy\rv31_bc6-wd01_shell3_clumpy-s6.32456e+14-t0.2-m0.1-a1_global_lum.table.fits,-0.3721213783255371,0.829082990158701,2.151533699349408,0.09251125257562885,4.5800983364474215,0.958921439327032,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\shell3\clumpy\rv31_bc6-wd01_shell3_clumpy-s6.32456e+14-t0.5-m0.1-a1_global_lum.table.fits,-0.02158620258223883,0.6944521680378999,2.0114672773277245,0.049367877535066905,4.572307692936836,0.999300164311429,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\shell3\clumpy\rv31_bc6-wd01_shell3_clumpy-s6.32456e+14-t1.0-m0.1-a1_global_lum.table.fits,0.582650985197636,0.4767615929467759,1.4808572651150973,0.008395183436931535,4.565834495169127,1.0215845450349028,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\shell3\clumpy\rv31_bc6-wd01_shell3_clumpy-s6.32456e+14-t10.0-m0.1-a1_global_lum.table.fits,0.993004224650193,0.10498389075842893,0.33910956715900703,0.01310259537664711,4.572682957843115,0.9736799509658881,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\shell3\clumpy\rv31_bc6-wd01_shell3_clumpy-s6.32456e+14-t2.2-m0.1-a1_global_lum.table.fits,1.0961296368194033,0.24742276223391255,0.7292714482828456,-0.002905425110802751,4.5658333620632074,0.9801638827784869,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\shell3\clumpy\rv31_bc6-wd01_shell3_clumpy-s6.32456e+14-t4.6-m0.1-a1_global_lum.table.fits,1.1479179618081305,0.12557917636611624,0.3853557999556312,0.004945009774587341,4.560948189834316,0.9820744635093915,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\shell3\homo\rv31_bc6-wd01_shell3_homo-s6.32456e+14-t0.1-m0.1-a1_global_lum.table.fits,-0.7513331883160856,0.9671605690760928,2.4913285649018433,0.14991878002386588,4.579337696465454,0.9529443893213472,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\shell3\homo\rv31_bc6-wd01_shell3_homo-s6.32456e+14-t0.2-m0.1-a1_global_lum.table.fits,-0.6765517485303284,0.9322839915516582,2.5711885525747236,0.14886175019480014,4.579534324708703,0.9727552436186542,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\shell3\homo\rv31_bc6-wd01_shell3_homo-s6.32456e+14-t0.3-m0.1-a1_global_lum.table.fits,-0.6011351431937738,0.9037481270938345,2.45569977693632,0.14481524281104136,4.582292598849547,0.954189784583929,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\shell3\homo\rv31_bc6-wd01_shell3_homo-s6.32456e+14-t0.5-m0.1-a1_global_lum.table.fits,-0.534507003795623,0.8792092212896851,2.450677114411553,0.14092480647331118,4.581227112634317,0.9555463719319517,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\shell3\homo\rv31_bc6-wd01_shell3_homo-s6.32456e+14-t0.7-m0.1-a1_global_lum.table.fits,-0.46535130533003544,0.8422034858573918,2.5458112277509137,0.13531383407101424,4.575619445353034,0.9815058204586433,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\shell3\homo\rv31_bc6-wd01_shell3_homo-s6.32456e+14-t1.0-m0.1-a1_global_lum.table.fits,-0.3376142028255003,0.7918671491244442,2.529811726990104,0.1292874656204989,4.57463985255057,0.9911687942583514,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\shell3\homo\rv31_bc6-wd01_shell3_homo-s6.32456e+14-t1.5-m0.1-a1_global_lum.table.fits,-0.17677455584791857,0.742009732814615,2.4773032542353897,0.12413127151817586,4.572391728322621,0.9985059963812579,2,The relative error between two consecutive iterates is at most 0.000000
rv31_bc6-wd01\shell3\homo\rv31_bc6-wd01_shell3_homo-s6.32456e+14-t10.0-m0.1-a1_global_lum.table.fits,0.2783828836424597,0.530900804606114,1.796157145327698,0.11021043680895794,4.554360165088029,0.9507417531868618,2,The relative error between two consecutive iterates is at most 0.000000
